алгебра,6,0,0,0.0011923011412025208,0.00016926201760324982,0.00015467904098994585
хопф,1,0,0,0.00034065746891500596,0.00016926201760324982,0.00015467904098994585
граф,184,0,0,0.031510815874638054,0.00016926201760324982,0.00015467904098994585
при,14,9,16,0.0025549310168625446,0.0016926201760324984,0.0026295436968290795
обсуждение,1,0,0,0.00034065746891500596,0.00016926201760324982,0.00015467904098994585
теневой,1,0,0,0.00034065746891500596,0.00016926201760324982,0.00015467904098994585
исчисление,1,0,0,0.00034065746891500596,0.00016926201760324982,0.00015467904098994585
мы,27,0,12,0.004769204564810083,0.00016926201760324982,0.002010827532869296
выяснить,2,0,1,0.000510986203372509,0.00016926201760324982,0.0003093580819798917
что,59,4,34,0.010219724067450179,0.0008463100880162492,0.005413766434648105
оно,2,0,4,0.000510986203372509,0.00016926201760324982,0.0007733952049497294
тесно,2,0,0,0.000510986203372509,0.00016926201760324982,0.00015467904098994585
связать,6,1,1,0.0011923011412025208,0.00033852403520649965,0.0003093580819798917
с,53,46,55,0.009197751660705161,0.007955314827352742,0.008662026295436968
структура,10,1,27,0.0018736160790325327,0.00033852403520649965,0.004331013147718484
градуировать,5,0,0,0.001021972406745018,0.00016926201760324982,0.00015467904098994585
коалгебра,2,0,0,0.000510986203372509,0.00016926201760324982,0.00015467904098994585
на,49,43,56,0.008516436722875149,0.007447528774542992,0.008816705336426913
пространство,5,0,0,0.001021972406745018,0.00016926201760324982,0.00015467904098994585
многочлен,7,0,0,0.0013626298756600238,0.00016926201760324982,0.00015467904098994585
от,10,19,19,0.0018736160790325327,0.003385240352064997,0.0030935808197989174
один,13,2,23,0.0023846022824050416,0.0005077860528097495,0.0037122969837587007
переменный,5,0,0,0.001021972406745018,0.00016926201760324982,0.00015467904098994585
этот,25,0,19,0.004428547095895077,0.00016926201760324982,0.0030935808197989174
естественный,3,0,13,0.0006813149378300119,0.00016926201760324982,0.002165506573859242
образ,8,2,9,0.0015329586101175269,0.0005077860528097495,0.0015467904098994587
распространяться,2,1,0,0.000510986203372509,0.00033852403520649965,0.00015467904098994585
и,92,176,120,0.015840572304547777,0.02995937711577522,0.018716163959783448
многий,4,0,6,0.000851643672287515,0.00016926201760324982,0.001082753286929621
в,117,174,170,0.020098790665985352,0.02962085308056872,0.026450116009280742
глава,2,0,0,0.000510986203372509,0.00016926201760324982,0.00015467904098994585
приводить,4,0,3,0.000851643672287515,0.00016926201760324982,0.0006187161639597834
ещё,2,0,3,0.000510986203372509,0.00016926201760324982,0.0006187161639597834
пример,10,1,1,0.0018736160790325327,0.00033852403520649965,0.0003093580819798917
коалгебраический,1,0,0,0.00034065746891500596,0.00016926201760324982,0.00015467904098994585
также,5,17,9,0.001021972406745018,0.003046716316858497,0.0015467904098994587
число,27,12,6,0.004769204564810083,0.002200406228842248,0.001082753286929621
вершина,110,0,14,0.01890648952478283,0.00016926201760324982,0.002320185614849188
добавить,1,0,0,0.00034065746891500596,0.00016926201760324982,0.00015467904098994585
к,19,3,24,0.00340657468915006,0.0006770480704129993,0.0038669760247486465
коумножение,2,0,0,0.000510986203372509,0.00016926201760324982,0.00015467904098994585
умножение,6,0,0,0.0011923011412025208,0.00016926201760324982,0.00015467904098994585
породить,5,0,0,0.001021972406745018,0.00016926201760324982,0.00015467904098994585
несвязный,6,0,0,0.0011923011412025208,0.00016926201760324982,0.00015467904098994585
объединение,8,0,0,0.0015329586101175269,0.00016926201760324982,0.00015467904098994585
получать,3,0,0,0.0006813149378300119,0.00016926201760324982,0.00015467904098994585
биалгебра,21,0,0,0.0037472321580650655,0.00016926201760324982,0.00015467904098994585
свойство,4,3,2,0.000851643672287515,0.0006770480704129993,0.0004640371229698376
инвариант,31,0,0,0.005450519502640095,0.00016926201760324982,0.00015467904098994585
наличие,1,1,9,0.00034065746891500596,0.00033852403520649965,0.0015467904098994587
большинство,1,0,5,0.00034065746891500596,0.00016926201760324982,0.0009280742459396752
из,28,6,29,0.004939533299267587,0.001184834123222749,0.004640371229698376
рассматриваться,10,0,1,0.0018736160790325327,0.00016926201760324982,0.0003093580819798917
